indicatorId,geoUnit,year,value,qualifier,magnitude
MATH.LOWERSEC,LBN,2011,37.72900342544434,,
MATH.LOWERSEC,LBN,2015,34.78746393225391,,
MATH.LOWERSEC,LBN,2019,26.78790969673005,,
MATH.LOWERSEC,LIE,2000,83.1160850984972,,
MATH.LOWERSEC,LIE,2003,87.72895468920001,,
MATH.LOWERSEC,LIE,2006,86.82366532209974,,
MATH.LOWERSEC,LIE,2009,90.51124130403299,,
MATH.LOWERSEC,LIE,2012,85.9220707750916,,
MATH.LOWERSEC,LTU,2006,77.0466852672331,,
MATH.LOWERSEC,LTU,2009,73.667397541497,,
MATH.LOWERSEC,LTU,2012,73.98169402128458,,
MATH.LOWERSEC,LTU,2015,74.59096694760508,,
MATH.LOWERSEC,LTU,2018,74.36356017282371,,
MATH.LOWERSEC,LTU,2022,72.16,,
MATH.LOWERSEC,LUX,2000,63.2932258212182,,
MATH.LOWERSEC,LUX,2003,78.28699332250001,,
MATH.LOWERSEC,LUX,2006,77.2081272242184,,
MATH.LOWERSEC,LUX,2009,76.077771390396,,
MATH.LOWERSEC,LUX,2012,75.66862336334309,,
MATH.LOWERSEC,LUX,2015,74.18054618487872,,
MATH.LOWERSEC,LUX,2018,72.78240524200346,,
MATH.LOWERSEC,LVA,2000,66.4242538700265,,
MATH.LOWERSEC,LVA,2003,76.2705121667,,
MATH.LOWERSEC,LVA,2006,79.29995247512032,,
MATH.LOWERSEC,LVA,2009,77.440451116682,,
MATH.LOWERSEC,LVA,2012,80.05716298918566,,
MATH.LOWERSEC,LVA,2015,78.56707021285722,,
MATH.LOWERSEC,LVA,2018,82.68326897507967,,
MATH.LOWERSEC,LVA,2022,77.84,,
MATH.LOWERSEC,MAC,2003,88.8225631567,,
MATH.LOWERSEC,MAC,2006,89.06144241297422,,
MATH.LOWERSEC,MAC,2009,89.037358933299,,
MATH.LOWERSEC,MAC,2012,89.21857986044502,,
MATH.LOWERSEC,MAC,2015,93.35387947358547,,
MATH.LOWERSEC,MAC,2018,94.99871928137973,,
MATH.LOWERSEC,MAC,2022,91.56,,
MATH.LOWERSEC,MAR,2018,24.36806214471415,,
MATH.LOWERSEC,MAR,2022,18.43,,
MATH.LOWERSEC,MDA,2009,39.3364556202647,,
MATH.LOWERSEC,MDA,2015,49.73857126368399,,
MATH.LOWERSEC,MDA,2018,49.66685769537839,,
MATH.LOWERSEC,MDA,2022,44.23999999999999,,
MATH.LOWERSEC,MEX,2000,34.3894979276309,,
MATH.LOWERSEC,MEX,2003,34.07730282750001,,
MATH.LOWERSEC,MEX,2006,43.50041519267381,,
MATH.LOWERSEC,MEX,2009,49.203507198309,,
MATH.LOWERSEC,MEX,2012,45.28780126338955,,
MATH.LOWERSEC,MEX,2015,43.35862438767325,,
MATH.LOWERSEC,MEX,2018,43.75355600427556,,
MATH.LOWERSEC,MEX,2022,34.18,,
MATH.LOWERSEC,MKD,2000,35.3803638140272,,
MATH.LOWERSEC,MKD,2015,29.77353722776897,,
MATH.LOWERSEC,MKD,2018,38.96392509968776,,
MATH.LOWERSEC,MKD,2022,33.76,,
MATH.LOWERSEC,MLT,2015,70.86298597434153,,
MATH.LOWERSEC,MLT,2018,69.75253364451632,,
MATH.LOWERSEC,MLT,2022,67.4,,
MATH.LOWERSEC,MNE,2006,39.94970070958865,,
MATH.LOWERSEC,MNE,2009,41.583807279205,,
MATH.LOWERSEC,MNE,2012,43.3533389221529,,
MATH.LOWERSEC,MNE,2015,48.10564034899954,,
MATH.LOWERSEC,MNE,2018,53.83931371038014,,
MATH.LOWERSEC,MNE,2022,40.50000000000001,,
MATH.LOWERSEC,MNG,2022,48.9,,
MATH.LOWERSEC,MUS,2009,49.8365292766182,,
MATH.LOWERSEC,MYS,2009,40.6719806384387,,
MATH.LOWERSEC,MYS,2012,48.24565972081566,,
MATH.LOWERSEC,MYS,2018,58.50221551777518,,
MATH.LOWERSEC,MYS,2022,41.02,,
MATH.LOWERSEC,NLD,2000,93.7752696776006,,
MATH.LOWERSEC,NLD,2003,89.09376742149999,,
MATH.LOWERSEC,NLD,2006,88.47191087926387,,
MATH.LOWERSEC,NLD,2009,86.583815529362,,
MATH.LOWERSEC,NLD,2012,85.20645281192166,,
MATH.LOWERSEC,NLD,2015,83.26803051656516,,
MATH.LOWERSEC,NLD,2018,84.24936916860052,,
MATH.LOWERSEC,NLD,2022,72.64999999999999,,
MATH.LOWERSEC,NOR,2000,80.8554742512466,,
MATH.LOWERSEC,NOR,2003,79.1589447551,,
MATH.LOWERSEC,NOR,2006,77.76226714397576,,
MATH.LOWERSEC,NOR,2009,81.822225738801,,
MATH.LOWERSEC,NOR,2012,77.69096289141203,,
MATH.LOWERSEC,NOR,2015,82.92347505768494,,
MATH.LOWERSEC,NOR,2018,81.13407022024776,,
MATH.LOWERSEC,NOR,2022,68.5,,
MATH.LOWERSEC,NZL,2000,87.4065120228154,,
MATH.LOWERSEC,NZL,2003,84.930989248,,
MATH.LOWERSEC,NZL,2006,85.96488125229419,,
MATH.LOWERSEC,NZL,2009,84.59077749620499,,
MATH.LOWERSEC,NZL,2012,77.35591501076667,,
MATH.LOWERSEC,NZL,2015,78.36719963070185,,
MATH.LOWERSEC,NZL,2018,78.22115718579093,,
MATH.LOWERSEC,NZL,2022,71.25,,
MATH.LOWERSEC,OMN,2007,14.26083822224825,,
MATH.LOWERSEC,OMN,2011,16.40902795561264,,
MATH.LOWERSEC,OMN,2015,23.38474599137632,,
MATH.LOWERSEC,OMN,2019,27.4296522874222,,
MATH.LOWERSEC,OMN,2023,24.45,,
MATH.LOWERSEC,PAN,2009,21.243522247098,,
MATH.LOWERSEC,PAN,2018,18.8194159595344,,
MATH.LOWERSEC,PAN,2022,16.14,,
MATH.LOWERSEC,PER,2022,33.84,,
MATH.LOWERSEC,PHL,2018,19.27944009212099,,
MATH.LOWERSEC,PHL,2022,15.96,,
MATH.LOWERSEC,POL,2000,69.4731201727646,,
MATH.LOWERSEC,POL,2003,77.95335312600001,,
MATH.LOWERSEC,POL,2006,80.15566152549742,,
MATH.LOWERSEC,POL,2009,79.512604431589,,
MATH.LOWERSEC,POL,2012,85.61339525105501,,
MATH.LOWERSEC,POL,2015,82.80601920084588,,
MATH.LOWERSEC,POL,2018,85.28032872853696,,
MATH.LOWERSEC,POL,2022,77,,
MATH.LOWERSEC,PRT,2000,65.3831537104074,,
MATH.LOWERSEC,PRT,2003,69.932227469,,
MATH.LOWERSEC,PRT,2006,69.28377097939052,,
MATH.LOWERSEC,PRT,2009,76.282923753411,,
MATH.LOWERSEC,PRT,2012,75.0939211731792,,
MATH.LOWERSEC,PRT,2015,76.23527959481882,,
MATH.LOWERSEC,PRT,2018,76.71887928694008,,
MATH.LOWERSEC,PRT,2022,70.28999999999999,,
MATH.LOWERSEC,PRY,2017,8.346930626383294,,
MATH.LOWERSEC,PRY,2022,14.54,,
MATH.LOWERSEC,PSE,2003,18.70596089041497,,
MATH.LOWERSEC,PSE,2007,15.18514597155314,,
MATH.LOWERSEC,PSE,2011,25.27581393582405,,
MATH.LOWERSEC,PSE,2023,15.71,,
MATH.LOWERSEC,QAT,2007,3.667285233611012,,
MATH.LOWERSEC,QAT,2011,29.11702782221734,,
MATH.LOWERSEC,QAT,2015,36.04329780064027,,
MATH.LOWERSEC,QAT,2019,36.73306355812534,,
MATH.LOWERSEC,QAT,2023,40.40000000000001,,
MATH.LOWERSEC,ROU,2000,52.0488923187336,,
MATH.LOWERSEC,ROU,2006,47.25622389042042,,
MATH.LOWERSEC,ROU,2009,52.98106633547,,
MATH.LOWERSEC,ROU,2012,59.17570076027287,,
MATH.LOWERSEC,ROU,2015,60.05357047892988,,
MATH.LOWERSEC,ROU,2018,53.44871881027455,,
MATH.LOWERSEC,ROU,2022,51.44000000000001,,
MATH.LOWERSEC,RUS,2000,71.023701210028,,
MATH.LOWERSEC,RUS,2003,69.7768989656,,
MATH.LOWERSEC,RUS,2006,73.37066994769842,,
MATH.LOWERSEC,RUS,2009,71.425693407657,,
MATH.LOWERSEC,RUS,2012,76.04775580699568,,
MATH.LOWERSEC,RUS,2015,81.06867008484768,,
MATH.LOWERSEC,RUS,2018,78.35716897958345,,
MATH.LOWERSEC,SAU,2018,27.2761844199358,,
MATH.LOWERSEC,SAU,2022,29.98,,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2000,49.20278,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2001,49.09422,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2002,48.98565,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2003,48.87709,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2004,48.76853,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2005,48.65997,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2006,48.5514,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2007,48.44284,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2008,48.33427,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2009,48.22571,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2010,48.11715,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2011,48.00859,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2012,47.90002,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2013,47.79146,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2014,47.6829,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2015,47.57433,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2016,47.46577,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2017,47.35721,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2018,47.24864,UIS_EST,
MATH.LOWERSEC,SDG: Eastern and South-Eastern Asia,2019,47.14008,UIS_EST,
MATH.LOWERSEC,SDG: Europe and Northern America,2000,72.49844,UIS_EST,
MATH.LOWERSEC,SDG: Europe and Northern America,2001,72.61276,UIS_EST,
MATH.LOWERSEC,SDG: Europe and Northern America,2002,72.72709,UIS_EST,
MATH.LOWERSEC,SDG: Europe and Northern America,2003,72.84142,UIS_EST,
MATH.LOWERSEC,SDG: Europe and Northern America,2004,72.95574,UIS_EST,
MATH.LOWERSEC,SDG: Europe and Northern America,2005,73.07007,UIS_EST,
MATH.LOWERSEC,SDG: Europe and Northern America,2006,73.18439,UIS_EST,
MATH.LOWERSEC,SDG: Europe and Northern America,2007,73.29871,UIS_EST,
MATH.LOWERSEC,SDG: Europe and Northern America,2008,73.41304,UIS_EST,
